delivery_id,drone_id,route_id,delivery_date,departure_time,weather_condition,temperature,wind_speed,precipitation_mm,distance_km,battery_level_start,package_weight_kg,package_type,delivery_zone,delivery_area,traffic_congestion,pilot_experience_years,drone_model,battery_consumption_rate,landing_accuracy_m,flight_duration_min,battery_level_end,arrival_time,delivery_success
D-000095,DRN-077-A,RT-SPB-EKB-18,2023-12-20,2023-01-01 09:02:00,Sunny,28.9,1.84,1.37,2.01,80.53,9.63,Fragile,Rural,Rural,Medium,1.34,ND-AllTerrain-X1,77.56,1.03,12.96,63.78,2023-01-01 09:14:57.341711952,1
D-000096,DRN-003-C,RT-NSK-MOW-10,2023-07-03,2023-01-01 13:52:00,Sunny,10.4,6.58,1.39,4.06,81.23,9.72,Oversized,Industrial,Suburban,Medium,2.08,ND-Light-Carry-X1,80.81,1.39,21.46,52.34,2023-01-01 14:13:27.333530142,1
D-000097,DRN-070-C,RT-EKB-KZN-04,2023-12-30,2023-01-01 12:57:00,Cloudy,12.46,0.57,1.31,3.45,92.81,0.4,Standard,Residential,Urban,Low,7.42,ND-Heavy-Lift-X1,34.22,1.37,14.49,84.55,2023-01-01 13:11:29.192482968,1
D-000098,DRN-009-B,RT-KZN-MOW-13,2023-11-01,2023-01-01 11:45:00,Sunny,1.34,0.56,3.28,2.81,98.34,10.55,Standard,Commercial,Urban,Low,1.97,ND-Light-Carry-X1,79.39,2.19,11.44,83.2,2023-01-01 11:56:26.690842860,1
D-000099,DRN-037-A,RT-SPB-KZN-02,2023-07-07,2023-01-01 14:29:00,Cloudy,15.09,10.63,2.16,3.19,97.84,3.63,Fragile,Residential,Urban,Low,0.63,ND-Speedster-X1,55.34,1.7,22.63,76.96,2023-01-01 14:51:38.035688220,1
D-000100,DRN-051-B,RT-MOW-SPB-19,2023-04-23,2023-01-01 08:37:00,Rainy,24.12,0.4,3.03,1.1,81.67,2.62,Standard,Residential,Urban,Medium,4.84,ND-Light-Carry-X1,41.26,1.65,4.03,78.9,2023-01-01 08:41:02.048388642,1
D-000101,DRN-044-C,RT-MOW-EKB-03,2023-06-30,2023-01-01 08:49:00,Cloudy,24.5,0.02,0.09,5.74,85.77,6.15,Fragile,Residential,Suburban,Low,3.77,ND-AllTerrain-X1,65.38,1.21,15.01,69.41,2023-01-01 09:04:00.832437726,1
D-000102,DRN-059-B,RT-MOW-KZN-10,2023-07-18,2023-01-01 08:33:00,Sunny,21.54,1.97,0.57,0.72,90.42,3.76,Standard,Residential,Rural,High,1.74,ND-Speedster-X1,48.29,1.19,4.13,87.09,2023-01-01 08:37:08.041588644,1
D-000103,DRN-032-A,RT-MOW-SPB-09,2023-03-11,2023-01-01 07:57:00,Cloudy,7.58,0.44,0.58,0.77,80.53,10.75,Standard,Commercial,Suburban,Medium,5.42,ND-Speedster-X1,87.21,2.01,4.81,73.54,2023-01-01 08:01:48.732011256,1
D-000104,DRN-052-A,RT-EKB-NSK-05,2023-03-27,2023-01-01 16:22:00,Rainy,7.2,7.95,1.61,8.8,90.57,8.77,Oversized,Residential,Rural,Medium,3.62,ND-Speedster-X1,74.03,1.59,37.16,44.73,2023-01-01 16:59:09.369472422,1
D-000105,DRN-062-A,RT-MOW-SPB-09,2023-02-08,2023-01-01 15:31:00,Sunny,24.54,10.24,0.89,3.06,88.96,20.13,Perishable,Industrial,Rural,High,2.15,ND-Speedster-X1,126.32,1.03,7.81,72.52,2023-01-01 15:38:48.395842578,0
D-000106,DRN-058-B,RT-EKB-MOW-09,2023-05-11,2023-01-01 08:39:00,Sunny,24.74,2.63,2.25,4.95,91.77,5.58,Standard,Industrial,Urban,Medium,2.32,ND-Speedster-X1,61.13,1.65,23.1,68.23,2023-01-01 09:02:06.270957312,1
D-000107,DRN-039-B,RT-SPB-MOW-17,2023-01-10,2023-01-01 18:17:00,Cloudy,12.94,2.22,0.73,7.79,98.41,4.68,Fragile,Residential,Suburban,Low,0.59,ND-AllTerrain-X1,57.8,1.25,26.3,73.07,2023-01-01 18:43:18.205428798,0
D-000108,DRN-003-A,RT-MOW-NSK-06,2023-01-03,2023-01-01 16:10:00,Sunny,9.89,3.1,0.38,1.82,85.49,30.9,Standard,Residential,Urban,High,5.79,ND-Light-Carry-X1,184.47,1.55,8.39,59.68,2023-01-01 16:18:23.695366506,1
D-000109,DRN-056-A,RT-KZN-SPB-09,2023-10-29,2023-01-01 12:18:00,Stormy,29.01,1.03,0.52,4.79,92.78,11.81,Standard,Rural,Urban,High,1.14,ND-Light-Carry-X1,91.64,1.68,19.68,62.72,2023-01-01 12:37:41.080467966,0
D-000110,DRN-059-A,RT-KZN-SPB-14,2023-05-30,2023-01-01 14:06:00,Cloudy,10.68,1.42,0.3,6.11,88.6,4.58,Fragile,Commercial,Urban,Low,2.07,ND-Speedster-X1,50.84,1.85,29.46,63.64,2023-01-01 14:35:27.304099650,0
D-000111,DRN-002-B,RT-EKB-EKB-15,2023-03-08,2023-01-01 14:01:00,Sunny,23.95,0.43,0.33,3.9,88.7,20.38,Standard,Commercial,Urban,Medium,3.16,ND-Light-Carry-X1,132.09,1.52,8.9,69.11,2023-01-01 14:09:53.948453856,1
D-000112,DRN-092-B,RT-SPB-EKB-16,2023-07-12,2023-01-01 11:04:00,Rainy,13.36,2.37,0.37,2.47,92.95,7.39,Standard,Residential,Suburban,Low,0.84,ND-Speedster-X1,70.3,1.06,4.07,88.17,2023-01-01 11:08:04.291650131,1
D-000113,DRN-087-A,RT-KZN-EKB-04,2023-04-07,2023-01-01 19:17:00,Cloudy,2.43,3.78,0.02,4.79,99.03,3.22,Standard,Residential,Urban,Low,0.13,ND-Speedster-X1,47.26,2.36,19.51,83.66,2023-01-01 19:36:30.828948384,1
D-000114,DRN-096-A,RT-EKB-NSK-08,2023-01-19,2023-01-01 09:03:00,Sunny,34.35,10.65,1.89,1.85,97.26,2.51,Perishable,Industrial,Urban,Medium,2.63,ND-Speedster-X1,44.08,1.71,7.92,91.44,2023-01-01 09:10:55.381859100,1
D-000115,DRN-001-C,RT-SPB-KZN-18,2023-11-14,2023-01-01 13:12:00,Sunny,16.44,5.37,0.77,4.83,92.79,5.36,Standard,Commercial,Rural,Low,3.69,ND-Heavy-Lift-X1,59.86,0.92,18.14,74.69,2023-01-01 13:30:08.592287280,1
D-000116,DRN-002-A,RT-SPB-SPB-07,2023-04-08,2023-01-01 12:20:00,Cloudy,6.47,5.14,0.03,0.52,89.23,6.68,Hazardous,Rural,Urban,High,4.62,ND-Speedster-X1,68.44,2.33,4.12,84.53,2023-01-01 12:24:07.356963090,1
D-000117,DRN-044-B,RT-SPB-MOW-07,2023-02-26,2023-01-01 14:32:00,Sunny,-1.69,1.47,0.69,4.51,88.48,5.62,Standard,Rural,Suburban,Medium,5.56,ND-Heavy-Lift-X1,61.48,1.74,20.24,67.74,2023-01-01 14:52:14.363403432,1
D-000118,DRN-032-B,RT-KZN-MOW-15,2023-12-17,2023-01-01 09:04:00,Sunny,-0.48,8.77,3.54,4.52,95.74,6.6,Standard,Residential,Rural,Medium,2.96,ND-AllTerrain-X1,63.98,1.54,23.81,70.35,2023-01-01 09:27:48.555023604,1
D-000119,DRN-032-C,RT-EKB-EKB-20,2023-04-17,2023-01-01 13:34:00,Sunny,10.53,11.75,1.07,3.73,84.36,10.78,Oversized,Rural,Suburban,Low,4.69,ND-AllTerrain-X1,83.87,1.56,15.7,62.42,2023-01-01 13:49:42.058239480,1
D-000120,DRN-068-C,RT-SPB-MOW-02,2023-03-29,2023-01-01 19:27:00,Sunny,38.1,10.77,6.49,1.9,91.75,2.99,Fragile,Rural,Suburban,High,3.57,ND-Speedster-X1,45.51,1.79,17.46,78.51,2023-01-01 19:44:27.672364644,1
D-000121,DRN-075-C,RT-EKB-MOW-02,2023-05-21,2023-01-01 10:50:00,Rainy,7.98,0.16,1.16,0.83,90.1,0.92,Standard,Industrial,Urban,Low,5.33,ND-Speedster-X1,30.77,1.83,-2.1,91.17,2023-01-01 10:47:54.212728386,1
D-000122,DRN-017-C,RT-KZN-SPB-20,2023-05-24,2023-01-01 18:06:00,Rainy,32.37,3.71,4.94,0.32,92.99,1.82,Fragile,Residential,Suburban,Medium,1.39,ND-Light-Carry-X1,39.91,1.92,9.46,86.69,2023-01-01 18:15:27.895362258,1
D-000123,DRN-038-A,RT-MOW-KZN-01,2023-02-21,2023-01-01 15:34:00,Rainy,13.43,4.12,0.34,7.93,83.75,8.63,Standard,Residential,Urban,Medium,1.24,ND-Heavy-Lift-X1,69.7,1.85,34.08,44.16,2023-01-01 16:08:04.673385054,1
D-000124,DRN-098-B,RT-KZN-MOW-16,2023-07-31,2023-01-01 12:29:00,Cloudy,0.83,1.4,0.51,1.41,93.92,2.91,Perishable,Residential,Suburban,Low,3.74,ND-Light-Carry-X1,43.44,2.15,-3.45,96.42,2023-01-01 12:25:32.791864626,1
D-000125,DRN-086-C,RT-KZN-NSK-17,2023-02-10,2023-01-01 07:38:00,Stormy,9.32,19.52,1.81,1.8,92.54,6.2,Standard,Residential,Rural,High,2.23,ND-Speedster-X1,63.24,1.54,-3.81,96.55,2023-01-01 07:34:11.678277132,1
D-000126,DRN-016-A,RT-MOW-SPB-13,2023-10-31,2023-01-01 14:59:00,Sunny,-0.37,1.38,6.49,0.93,83.6,2.74,Hazardous,Industrial,Urban,Medium,8.05,ND-Speedster-X1,42.54,2.55,1.16,82.78,2023-01-01 15:00:09.497856246,1
D-000127,DRN-073-C,RT-NSK-EKB-10,2023-04-01,2023-01-01 10:11:00,Sunny,4.73,0.98,2.62,6.56,88.99,3.18,Fragile,Rural,Suburban,Medium,2.69,ND-Light-Carry-X1,50.12,1.67,31.5,62.68,2023-01-01 10:42:29.838440646,1
D-000128,DRN-070-A,RT-NSK-KZN-17,2023-02-08,2023-01-01 11:28:00,Cloudy,4.37,2.65,1.21,2.3,93.57,6.84,Perishable,Industrial,Rural,Medium,0.82,ND-AllTerrain-X1,64.05,1.66,14.4,78.2,2023-01-01 11:42:24.113624646,1
D-000129,DRN-003-C,RT-MOW-SPB-08,2023-01-13,2023-01-01 15:26:00,Cloudy,-7.85,1.56,0.13,3.96,98.03,9.0,Perishable,Industrial,Suburban,Low,2.63,ND-AllTerrain-X1,78.62,2.39,11.34,83.17,2023-01-01 15:37:20.488163760,1
D-000130,DRN-036-C,RT-KZN-KZN-18,2023-04-06,2023-01-01 08:12:00,Cloudy,33.15,10.31,0.68,0.99,82.44,5.94,Standard,Commercial,Urban,High,4.57,ND-Light-Carry-X1,58.89,2.13,1.39,81.07,2023-01-01 08:13:23.625566940,1
D-000131,DRN-090-C,RT-KZN-MOW-11,2023-04-19,2023-01-01 15:36:00,Sunny,17.53,2.32,0.14,4.12,80.17,8.19,Oversized,Commercial,Rural,Medium,0.42,ND-Light-Carry-X1,70.63,1.43,23.62,52.37,2023-01-01 15:59:37.330842102,1
D-000132,DRN-019-C,RT-EKB-MOW-02,2023-04-14,2023-01-01 18:31:00,Sunny,6.76,2.11,0.56,1.74,83.3,1.2,Standard,Commercial,Rural,Low,6.38,ND-AllTerrain-X1,39.46,1.88,-0.96,83.94,2023-01-01 18:30:02.275542192,1
D-000133,DRN-052-A,RT-KZN-MOW-04,2023-12-20,2023-01-01 10:02:00,Cloudy,17.66,3.93,0.45,5.73,99.79,4.59,Standard,Residential,Urban,Low,2.24,ND-Heavy-Lift-X1,52.44,1.5,19.01,83.17,2023-01-01 10:21:00.464576520,1
D-000134,DRN-033-C,RT-EKB-SPB-03,2023-08-19,2023-01-01 13:05:00,Stormy,4.97,0.34,0.74,6.66,95.37,3.72,Fragile,Industrial,Urban,Low,1.39,ND-Light-Carry-X1,49.74,2.07,29.93,70.56,2023-01-01 13:34:55.508070714,0
D-000135,DRN-082-A,RT-MOW-EKB-10,2023-02-12,2023-01-01 18:18:00,Cloudy,-17.05,5.65,2.72,1.67,92.29,9.25,Hazardous,Residential,Rural,Medium,0.15,ND-AllTerrain-X1,75.0,2.8,3.31,88.15,2023-01-01 18:21:18.595969782,1
D-000136,DRN-011-A,RT-SPB-NSK-10,2023-07-28,2023-01-01 06:09:00,Sunny,50.48,5.85,0.24,4.83,82.66,2.67,Standard,Residential,Urban,Low,1.27,ND-Heavy-Lift-X1,36.47,3.08,20.97,69.92,2023-01-01 06:29:57.901447056,1
D-000137,DRN-089-B,RT-SPB-SPB-02,2023-03-29,2023-01-01 06:12:00,Rainy,17.28,2.57,0.55,8.84,88.32,0.89,Hazardous,Commercial,Rural,Medium,0.43,ND-Light-Carry-X1,32.67,1.17,36.4,68.5,2023-01-01 06:48:23.998179438,1
D-000138,DRN-023-C,RT-SPB-EKB-01,2023-04-03,2023-01-01 16:41:00,Sunny,7.93,12.47,0.45,1.88,94.3,0.86,Fragile,Commercial,Urban,Medium,0.95,ND-Heavy-Lift-X1,38.68,1.67,5.1,91.02,2023-01-01 16:46:06.190164288,1
D-000139,DRN-094-B,RT-KZN-SPB-13,2023-06-23,2023-01-01 17:01:00,Sunny,-8.21,3.46,0.53,16.36,97.92,5.49,Oversized,Industrial,Urban,High,1.53,ND-AllTerrain-X1,58.44,2.8,70.4,29.35,2023-01-01 18:11:23.836564608,0
D-000140,DRN-099-C,RT-KZN-EKB-08,2023-05-06,2023-01-01 15:20:00,Cloudy,-2.93,4.75,0.67,1.68,87.64,7.47,Fragile,Commercial,Urban,Medium,1.93,ND-Heavy-Lift-X1,70.01,2.58,4.48,82.41,2023-01-01 15:24:28.962273672,1
D-000141,DRN-016-B,RT-SPB-KZN-18,2023-04-19,2023-01-01 12:00:00,Rainy,34.85,10.33,0.42,4.22,99.99,6.71,Standard,Residential,Urban,Low,0.71,ND-Light-Carry-X1,66.33,2.25,28.34,68.66,2023-01-01 12:28:20.568915732,0
D-000142,DRN-060-A,RT-NSK-NSK-11,2023-02-16,2023-01-01 06:51:00,Rainy,33.02,4.39,4.29,12.4,82.79,3.9,Oversized,Rural,Urban,Medium,3.39,ND-Light-Carry-X1,51.86,1.97,49.9,39.67,2023-01-01 07:40:53.889646422,1
D-000143,DRN-002-A,RT-KZN-NSK-20,2023-08-02,2023-01-01 18:25:00,Cloudy,24.04,2.26,0.82,3.46,87.74,3.48,Standard,Industrial,Urban,Medium,2.84,ND-Speedster-X1,52.17,1.9,15.83,73.98,2023-01-01 18:40:49.614637992,1
D-000144,DRN-048-B,RT-EKB-KZN-18,2023-04-02,2023-01-01 11:24:00,Cloudy,1.62,0.1,0.18,2.99,97.51,7.11,Perishable,Industrial,Urban,High,0.85,ND-Heavy-Lift-X1,64.59,2.16,15.95,80.34,2023-01-01 11:39:56.734335990,1
D-000145,DRN-012-A,RT-MOW-SPB-10,2023-06-30,2023-01-01 06:58:00,Cloudy,33.12,5.21,0.95,6.15,93.0,2.12,Oversized,Industrial,Urban,Medium,1.75,ND-Heavy-Lift-X1,45.06,2.05,39.71,63.18,2023-01-01 07:37:42.594941352,1
D-000146,DRN-037-C,RT-SPB-SPB-09,2023-02-10,2023-01-01 15:20:00,Sunny,20.4,13.39,0.31,5.58,96.22,4.16,Oversized,Residential,Urban,Medium,0.79,ND-AllTerrain-X1,52.81,1.19,31.62,68.39,2023-01-01 15:51:37.355457474,1
D-000147,DRN-009-A,RT-NSK-SPB-04,2023-09-16,2023-01-01 14:23:00,Stormy,22.86,2.54,0.37,2.4,98.16,5.56,Perishable,Rural,Urban,Low,1.31,ND-Light-Carry-X1,59.11,1.47,1.15,97.02,2023-01-01 14:24:09.133957410,1
D-000148,DRN-099-C,RT-KZN-KZN-06,2023-05-01,2023-01-01 12:15:00,Cloudy,20.35,1.66,0.5,0.48,90.15,18.39,Standard,Rural,Rural,Medium,1.41,ND-Light-Carry-X1,115.78,1.02,5.02,80.45,2023-01-01 12:20:01.366441374,1
D-000149,DRN-048-C,RT-EKB-SPB-15,2023-03-18,2023-01-01 18:41:00,Sunny,-3.08,2.93,0.2,3.1,84.69,0.48,Fragile,Residential,Urban,Medium,9.74,ND-Heavy-Lift-X1,33.6,2.51,17.21,75.05,2023-01-01 18:58:12.749349060,1
D-000150,DRN-020-B,RT-MOW-NSK-19,2023-04-05,2023-01-01 07:40:00,Rainy,0.62,5.21,1.92,3.69,93.87,3.06,Perishable,Residential,Suburban,Medium,1.86,ND-Light-Carry-X1,48.06,2.08,22.07,76.2,2023-01-01 08:02:04.054942236,1
D-000151,DRN-033-C,RT-MOW-KZN-11,2023-09-26,2023-01-01 17:23:00,Cloudy,8.88,0.0,2.35,6.07,91.27,4.32,Oversized,Rural,Urban,High,1.19,ND-AllTerrain-X1,52.29,1.67,20.46,73.44,2023-01-01 17:43:27.564671820,1
D-000152,DRN-072-B,RT-MOW-NSK-07,2023-12-27,2023-01-01 18:10:00,Foggy,22.72,8.73,0.75,4.52,95.45,15.57,Standard,Residential,Urban,High,4.26,ND-Heavy-Lift-X1,111.61,1.05,20.5,57.33,2023-01-01 18:30:29.749401096,1
D-000153,DRN-084-B,RT-SPB-MOW-19,2023-01-18,2023-01-01 15:41:00,Rainy,-1.57,8.7,1.75,2.57,90.23,6.65,Fragile,Industrial,Urban,High,4.33,ND-Speedster-X1,67.14,2.72,9.98,79.07,2023-01-01 15:50:58.616754504,1
D-000154,DRN-099-B,RT-SPB-SPB-09,2023-10-20,2023-01-01 14:56:00,Sunny,12.9,3.12,0.74,3.96,96.22,11.87,Standard,Residential,Urban,High,0.54,ND-Light-Carry-X1,88.5,1.63,20.32,66.25,2023-01-01 15:16:19.256504652,1
D-000155,DRN-089-C,RT-EKB-KZN-02,2023-06-20,2023-01-01 14:02:00,Rainy,12.88,0.52,0.27,0.69,98.04,0.51,Fragile,Industrial,Suburban,Medium,0.98,ND-AllTerrain-X1,32.89,1.66,0.91,97.54,2023-01-01 14:02:54.471870678,1
D-000156,DRN-025-A,RT-SPB-MOW-13,2023-06-11,2023-01-01 12:15:00,Cloudy,24.51,4.46,0.76,3.75,94.99,13.49,Standard,Industrial,Rural,Medium,4.92,ND-AllTerrain-X1,96.64,1.23,14.29,71.97,2023-01-01 12:29:17.537400096,1
D-000157,DRN-018-B,RT-NSK-MOW-13,2023-11-07,2023-01-01 17:16:00,Sunny,23.1,0.59,1.22,4.23,94.87,1.78,Standard,Rural,Suburban,Medium,2.12,ND-AllTerrain-X1,37.61,0.86,11.08,87.93,2023-01-01 17:27:04.783960170,1
D-000158,DRN-082-B,RT-KZN-SPB-08,2023-02-21,2023-01-01 14:29:00,Rainy,2.88,2.83,0.06,2.56,91.74,7.72,Oversized,Industrial,Urban,Low,2.4,ND-Speedster-X1,68.9,2.33,13.99,75.68,2023-01-01 14:42:59.304424518,1
D-000159,DRN-054-C,RT-NSK-MOW-16,2023-02-05,2023-01-01 14:34:00,Cloudy,32.36,0.39,1.59,4.96,89.43,5.61,Fragile,Residential,Urban,High,3.28,ND-Speedster-X1,58.74,1.51,22.07,67.82,2023-01-01 14:56:04.423407648,0
D-000160,DRN-080-A,RT-SPB-SPB-05,2023-07-06,2023-01-01 10:59:00,Sunny,1.04,3.56,2.04,10.21,99.45,2.3,Fragile,Commercial,Rural,Low,1.72,ND-AllTerrain-X1,35.22,1.63,39.38,76.34,2023-01-01 11:38:22.500358638,1
D-000161,DRN-041-A,RT-MOW-MOW-09,2023-09-05,2023-01-01 18:23:00,Cloudy,28.11,1.53,2.95,3.23,92.9,0.5,Oversized,Residential,Urban,Low,4.37,ND-Light-Carry-X1,32.39,1.69,11.41,86.74,2023-01-01 18:34:24.499416750,1
D-000162,DRN-068-A,RT-SPB-EKB-03,2023-02-21,2023-01-01 11:25:00,Cloudy,8.4,7.11,0.16,5.86,96.81,11.53,Standard,Commercial,Suburban,Low,2.04,ND-Light-Carry-X1,88.87,1.62,21.41,65.1,2023-01-01 11:46:24.545004918,1
D-000163,DRN-014-A,RT-SPB-NSK-14,2023-01-19,2023-01-01 15:08:00,Sunny,16.97,6.44,0.0,8.29,90.11,7.79,Standard,Commercial,Urban,Low,0.8,ND-Light-Carry-X1,69.33,1.41,37.67,46.58,2023-01-01 15:45:40.039601550,1
D-000164,DRN-048-C,RT-EKB-KZN-17,2023-04-02,2023-01-01 19:18:00,Cloudy,17.71,20.0,0.11,1.25,91.1,9.7,Standard,Residential,Urban,Low,5.26,ND-AllTerrain-X1,78.29,1.15,7.52,81.28,2023-01-01 19:25:31.434153732,1
D-000165,DRN-067-A,RT-NSK-SPB-11,2023-05-19,2023-01-01 17:06:00,Cloudy,17.37,1.19,3.87,0.97,93.26,8.51,Perishable,Commercial,Urban,Medium,4.61,ND-Heavy-Lift-X1,69.49,1.17,-5.91,100.0,2023-01-01 17:00:05.224403082,1
D-000166,DRN-033-C,RT-KZN-MOW-03,2023-10-31,2023-01-01 18:21:00,Sunny,23.09,0.26,2.18,2.24,94.57,0.67,Fragile,Residential,Rural,High,3.27,ND-Light-Carry-X1,29.45,1.69,2.79,93.2,2023-01-01 18:23:47.525099490,1
D-000167,DRN-086-C,RT-KZN-SPB-20,2023-12-23,2023-01-01 19:36:00,Stormy,19.7,2.34,2.71,8.57,88.97,3.24,Fragile,Industrial,Suburban,Medium,4.11,ND-AllTerrain-X1,44.63,0.79,27.38,68.6,2023-01-01 20:03:23.087825718,1
D-000168,DRN-022-B,RT-SPB-MOW-08,2023-08-08,2023-01-01 09:04:00,Sunny,24.4,0.35,1.09,3.24,87.13,7.88,Perishable,Residential,Urban,Medium,4.11,ND-Light-Carry-X1,63.98,1.27,1.68,85.33,2023-01-01 09:05:40.918428528,1
D-000169,DRN-030-B,RT-SPB-SPB-18,2023-04-09,2023-01-01 18:51:00,Sunny,20.58,0.79,1.12,2.74,84.79,1.19,Fragile,Commercial,Urban,Medium,1.72,ND-Light-Carry-X1,35.82,1.58,17.41,74.39,2023-01-01 19:08:24.702651264,1
D-000170,DRN-051-B,RT-MOW-KZN-19,2023-08-24,2023-01-01 08:22:00,Sunny,-0.17,3.64,0.53,1.74,88.47,4.96,Oversized,Industrial,Urban,Medium,3.9,ND-AllTerrain-X1,52.25,2.22,10.93,78.95,2023-01-01 08:32:55.890097932,1
D-000171,DRN-008-C,RT-EKB-NSK-03,2023-07-26,2023-01-01 11:35:00,Cloudy,18.24,3.59,2.77,1.11,84.22,2.82,Fragile,Industrial,Urban,High,3.24,ND-AllTerrain-X1,44.72,1.24,12.82,74.67,2023-01-01 11:47:49.205221974,1
D-000172,DRN-027-B,RT-EKB-MOW-04,2023-05-24,2023-01-01 14:32:00,Cloudy,8.23,0.18,2.66,1.72,88.34,12.02,Oversized,Commercial,Urban,Medium,3.89,ND-Heavy-Lift-X1,88.44,1.92,5.64,80.02,2023-01-01 14:37:38.280650412,1
D-000173,DRN-021-B,RT-MOW-NSK-09,2023-07-18,2023-01-01 06:40:00,Cloudy,1.69,2.34,0.75,2.65,97.49,8.42,Standard,Residential,Rural,Low,2.34,ND-Light-Carry-X1,66.26,1.85,15.26,80.64,2023-01-01 06:55:15.540439848,1
D-000174,DRN-097-C,RT-KZN-EKB-05,2023-10-30,2023-01-01 12:33:00,Sunny,11.52,3.02,0.6,2.06,99.54,4.08,Standard,Commercial,Suburban,Medium,5.15,ND-Heavy-Lift-X1,47.47,1.65,11.43,90.5,2023-01-01 12:44:25.821559908,1
D-000175,DRN-064-A,RT-NSK-EKB-03,2023-11-19,2023-01-01 16:25:00,Rainy,17.2,1.25,2.01,2.4,91.54,4.26,Perishable,Industrial,Rural,High,6.06,ND-Heavy-Lift-X1,51.85,1.34,1.25,90.46,2023-01-01 16:26:14.998572396,1
D-000176,DRN-069-A,RT-KZN-NSK-20,2023-10-14,2023-01-01 10:12:00,Sunny,18.0,8.22,0.04,7.86,82.92,5.95,Standard,Residential,Suburban,Low,3.95,ND-AllTerrain-X1,62.08,1.26,37.05,44.58,2023-01-01 10:49:02.955627630,1
D-000177,DRN-048-C,RT-EKB-NSK-12,2023-11-28,2023-01-01 09:16:00,Sunny,27.67,0.7,2.95,2.05,88.55,14.78,Fragile,Residential,Suburban,Medium,1.62,ND-Light-Carry-X1,103.1,1.67,6.37,77.6,2023-01-01 09:22:22.273126332,0
D-000178,DRN-004-C,RT-EKB-NSK-20,2023-09-21,2023-01-01 17:28:00,Sunny,30.69,1.17,0.89,1.23,92.04,2.63,Perishable,Commercial,Suburban,Medium,0.43,ND-Speedster-X1,43.92,1.51,7.42,86.61,2023-01-01 17:35:25.148624676,1
D-000179,DRN-064-A,RT-EKB-EKB-04,2023-08-05,2023-01-01 14:46:00,Sunny,19.04,0.68,0.87,5.42,87.42,2.27,Standard,Commercial,Urban,Medium,3.44,ND-AllTerrain-X1,40.8,1.56,20.74,73.31,2023-01-01 15:06:44.438803332,1
D-000180,DRN-017-B,RT-NSK-KZN-09,2023-07-08,2023-01-01 11:26:00,Cloudy,21.21,0.5,1.66,2.37,84.1,4.22,Standard,Residential,Urban,High,10.93,ND-Speedster-X1,50.47,1.39,3.26,81.36,2023-01-01 11:29:15.572502635,1
D-000181,DRN-093-B,RT-EKB-EKB-09,2023-02-13,2023-01-01 18:43:00,Sunny,16.14,8.45,1.56,2.51,84.54,6.46,Fragile,Commercial,Suburban,Medium,2.96,ND-Heavy-Lift-X1,59.87,1.01,12.36,72.2,2023-01-01 18:55:21.593866308,1
D-000182,DRN-006-C,RT-KZN-SPB-06,2023-10-18,2023-01-01 11:19:00,Sunny,24.21,1.3,0.46,1.72,89.48,0.34,Oversized,Residential,Urban,Medium,3.44,ND-Light-Carry-X1,31.61,1.57,15.41,81.36,2023-01-01 11:34:24.512307834,1
D-000183,DRN-037-A,RT-SPB-KZN-07,2023-07-08,2023-01-01 18:49:00,Rainy,20.84,5.13,4.3,3.18,84.33,13.87,Fragile,Residential,Urban,Low,0.85,ND-Light-Carry-X1,97.5,1.15,6.6,73.6,2023-01-01 18:55:36.058485162,1
D-000184,DRN-046-A,RT-EKB-SPB-19,2023-07-13,2023-01-01 13:46:00,Sunny,14.35,2.23,6.44,8.96,84.99,8.99,Fragile,Industrial,Urban,High,3.83,ND-Light-Carry-X1,79.1,1.18,42.28,29.26,2023-01-01 14:28:16.503634985,1
D-000185,DRN-095-C,RT-NSK-MOW-13,2023-09-27,2023-01-01 13:50:00,Rainy,40.82,4.04,1.12,7.83,97.46,0.68,Standard,Commercial,Rural,Medium,4.9,ND-Speedster-X1,31.37,1.74,39.8,76.65,2023-01-01 14:29:48.218017134,1
D-000186,DRN-060-A,RT-KZN-SPB-02,2023-09-17,2023-01-01 12:13:00,Rainy,8.45,10.53,1.24,4.46,95.58,6.0,Fragile,Residential,Rural,Medium,1.64,ND-Heavy-Lift-X1,60.53,1.39,6.45,89.07,2023-01-01 12:19:27.278703096,0
D-000187,DRN-063-A,RT-SPB-KZN-09,2023-08-27,2023-01-01 12:13:00,Cloudy,32.45,7.45,1.21,2.0,81.11,1.66,Fragile,Rural,Suburban,Medium,3.01,ND-Speedster-X1,35.11,1.94,3.52,79.05,2023-01-01 12:16:31.183395426,1
D-000188,DRN-085-C,RT-MOW-KZN-16,2023-04-22,2023-01-01 10:46:00,Cloudy,-1.25,0.29,1.0,4.77,86.4,4.89,Standard,Residential,Rural,Low,2.19,ND-Light-Carry-X1,53.86,1.52,19.05,69.3,2023-01-01 11:05:03.127467630,1
D-000189,DRN-033-C,RT-EKB-MOW-17,2023-03-10,2023-01-01 10:14:00,Cloudy,24.76,7.46,4.36,10.0,90.64,3.69,Standard,Residential,Rural,Medium,5.0,ND-AllTerrain-X1,45.42,1.19,40.52,59.97,2023-01-01 10:54:30.906947604,1
D-000190,DRN-018-A,RT-KZN-NSK-15,2023-02-18,2023-01-01 13:35:00,Sunny,32.24,2.4,0.42,4.97,81.21,1.11,Standard,Rural,Urban,Medium,0.89,ND-Speedster-X1,33.84,2.06,18.07,71.02,2023-01-01 13:53:04.102602876,1
